filename,english_name,country
XC403125.mp3,Common Chaffinch,Norway
XC403033.mp3,Common Chaffinch,Portugal
XC375836.mp3,Common Chaffinch,Finland
XC371949.mp3,Common Chaffinch,Spain
XC373308.mp3,Common Chaffinch,Spain
XC372989.mp3,Common Chaffinch,Spain
XC367629.mp3,Common Chaffinch,Finland
XC366297.mp3,Common Chaffinch,Finland
XC361641.mp3,Common Chaffinch,Spain
XC424271.mp3,Common Chaffinch,Spain
XC373326.mp3,Common Chaffinch,Spain
XC460040.mp3,Common Chaffinch,Spain
XC482442.mp3,Common Chaffinch,Georgia
XC462393.mp3,Common Chaffinch,France
XC358931.mp3,Common Chaffinch,Germany
XC533318.mp3,Common Chaffinch,France
XC512403.mp3,Common Chaffinch,Poland
XC512401.mp3,Common Chaffinch,Poland
XC509576.mp3,Common Chaffinch,Poland
XC482532.mp3,Common Chaffinch,France
XC481227.mp3,Common Chaffinch,Poland
XC481225.mp3,Common Chaffinch,Poland
XC480674.mp3,Common Chaffinch,Spain
XC479629.mp3,Common Chaffinch,France
XC472082.mp3,Common Chaffinch,Spain
XC314238.mp3,Common Chiffchaff,Finland
XC313421.mp3,Common Chiffchaff,Poland
XC313420.mp3,Common Chiffchaff,Poland
XC283226.mp3,Common Chiffchaff,Slovenia
XC263868.mp3,Common Chiffchaff,Belgium
XC244648.mp3,Common Chiffchaff,Bulgaria
XC244645.mp3,Common Chiffchaff,Bulgaria
XC244263.mp3,Common Chiffchaff,Poland
XC199761.mp3,Common Chiffchaff,Netherlands
XC197939.mp3,Common Chiffchaff,United Kingdom
XC313419.mp3,Common Chiffchaff,Poland
XC469566.mp3,Common Chiffchaff,Ukraine
XC469537.mp3,Common Chiffchaff,Ukraine
XC332563.mp3,Common Chiffchaff,Finland
XC367367.mp3,Common Chiffchaff,Ukraine
XC372424.mp3,Common Chiffchaff,United Kingdom
XC186178.mp3,Common Chiffchaff,United Kingdom
XC466006.mp3,Common Chiffchaff,United Kingdom
XC534355.mp3,Common Chiffchaff,Germany
XC532225.mp3,Common Chiffchaff,France
XC532222.mp3,Common Chiffchaff,France
XC522064.mp3,Common Chiffchaff,United Kingdom
XC500413.mp3,Common Chiffchaff,Sweden
XC484654.mp3,Common Chiffchaff,United Kingdom
XC478019.mp3,Common Chiffchaff,France
XC325329.mp3,Common Chiffchaff,Lithuania
XC186040.mp3,Common Chiffchaff,United Kingdom
XC181531.mp3,Common Chiffchaff,United Kingdom
XC184492.mp3,Common Chiffchaff,Poland
XC133155.mp3,Common Chiffchaff,Poland
XC322581.mp3,Common Cuckoo,Denmark
XC319117.mp3,Common Cuckoo,Belgium
XC319032.mp3,Common Cuckoo,Ukraine
XC317929.mp3,Common Cuckoo,Ukraine
XC317900.mp3,Common Cuckoo,United Kingdom
XC307854.mp3,Common Cuckoo,Spain
XC307855.mp3,Common Cuckoo,Spain
XC323233.mp3,Common Cuckoo,Poland
XC293443.mp3,Common Cuckoo,Netherlands
XC289891.mp3,Common Cuckoo,Bulgaria
XC285268.mp3,Common Cuckoo,France
XC265281.mp3,Common Cuckoo,Germany
XC253817.mp3,Common Cuckoo,Bulgaria
XC314459.mp3,Common Cuckoo,Poland
XC333259.mp3,Common Cuckoo,Italy
XC412445.mp3,Common Cuckoo,Spain
XC369924.mp3,Common Cuckoo,Ukraine
XC511616.mp3,Common Cuckoo,Sweden
XC511615.mp3,Common Cuckoo,Sweden
XC511614.mp3,Common Cuckoo,Sweden
XC510786.mp3,Common Cuckoo,Czech Republic
XC508071.mp3,Common Cuckoo,Spain
XC505924.mp3,Common Cuckoo,Romania
XC481096.mp3,Common Cuckoo,Ukraine
XC477588.mp3,Common Cuckoo,Finland
XC443547.mp3,Common Cuckoo,Norway
XC247338.mp3,Common Cuckoo,Finland
XC421042.mp3,Common Cuckoo,Germany
XC420632.mp3,Common Cuckoo,Finland
XC417092.mp3,Common Cuckoo,Ukraine
XC181507.mp3,Common Grasshopper Warbler,Poland
XC120619.mp3,Common Grasshopper Warbler,United Kingdom
XC199527.mp3,Common Grasshopper Warbler,United Kingdom
XC314038.mp3,Common Grasshopper Warbler,France
XC315632.mp3,Common Grasshopper Warbler,Latvia
XC316714.mp3,Common Grasshopper Warbler,Poland
XC368334.mp3,Common Grasshopper Warbler,Norway
XC381330.mp3,Common Grasshopper Warbler,Poland
XC422008.mp3,Common Grasshopper Warbler,Poland
XC422444.mp3,Common Grasshopper Warbler,Poland
XC422445.mp3,Common Grasshopper Warbler,Poland
XC477353.mp3,Common Grasshopper Warbler,Poland
XC477858.mp3,Common Grasshopper Warbler,Poland
XC481660.mp3,Common Grasshopper Warbler,Poland
XC142394.mp3,Common Grasshopper Warbler,Belgium
XC379860.mp3,Common Grasshopper Warbler,Finland
XC195439.mp3,Common Grasshopper Warbler,Netherlands
XC142074.mp3,Common Grasshopper Warbler,Belgium
XC142276.mp3,Common Grasshopper Warbler,Belgium
XC120624.mp3,Common Grasshopper Warbler,United Kingdom
XC120625.mp3,Common Grasshopper Warbler,United Kingdom
XC120627.mp3,Common Grasshopper Warbler,United Kingdom
XC120628.mp3,Common Grasshopper Warbler,United Kingdom
XC120675.mp3,Common Grasshopper Warbler,United Kingdom
XC120677.mp3,Common Grasshopper Warbler,United Kingdom
XC120678.mp3,Common Grasshopper Warbler,United Kingdom
XC142389.mp3,Common Grasshopper Warbler,Belgium
XC121188.mp3,Common Grasshopper Warbler,United Kingdom
XC125849.mp3,Common Grasshopper Warbler,United Kingdom
XC125850.mp3,Common Grasshopper Warbler,United Kingdom
XC373409.mp3,Common Nightingale,Germany
XC516413.mp3,Common Nightingale,Austria
XC278179.mp3,Common Nightingale,Spain
XC263847.mp3,Common Nightingale,Spain
XC249197.mp3,Common Nightingale,Poland
XC246773.mp3,Common Nightingale,Bulgaria
XC240002.mp3,Common Nightingale,Germany
XC239309.mp3,Common Nightingale,Germany
XC239238.mp3,Common Nightingale,Hungary
XC235818.mp3,Common Nightingale,Greece
XC181955.mp3,Common Nightingale,Netherlands
XC178242.mp3,Common Nightingale,Germany
XC178090.mp3,Common Nightingale,Poland
XC178088.mp3,Common Nightingale,Poland
XC177506.mp3,Common Nightingale,Spain
XC287929.mp3,Common Nightingale,Netherlands
XC177247.mp3,Common Nightingale,Poland
XC148612.mp3,Common Nightingale,France
XC148610.mp3,Common Nightingale,France
XC143084.mp3,Common Nightingale,Belgium
XC138954.mp3,Common Nightingale,Czech Republic
XC135176.mp3,Common Nightingale,France
XC132794.mp3,Common Nightingale,Czech Republic
XC131727.mp3,Common Nightingale,Poland
XC131724.mp3,Common Nightingale,Poland
XC131438.mp3,Common Nightingale,France
XC123810.mp3,Common Nightingale,United Kingdom
XC123808.mp3,Common Nightingale,United Kingdom
XC123807.mp3,Common Nightingale,United Kingdom
XC524240.mp3,Common Nightingale,Germany
XC350305.mp3,Common Redstart,Switzerland
XC328382.mp3,Common Redstart,Poland
XC312901.mp3,Common Redstart,Poland
XC278021.mp3,Common Redstart,Finland
XC253022.mp3,Common Redstart,Poland
XC243750.mp3,Common Redstart,Netherlands
XC236829.mp3,Common Redstart,Belgium
XC232985.mp3,Common Redstart,Finland
XC142803.mp3,Common Redstart,Belgium
XC180312.mp3,Common Redstart,Poland
XC178574.mp3,Common Redstart,Poland
XC178573.mp3,Common Redstart,Poland
XC156600.mp3,Common Redstart,Norway
XC153203.mp3,Common Redstart,Sweden
XC142070.mp3,Common Redstart,Belgium
XC132700.mp3,Common Redstart,Poland
XC118529.mp3,Common Redstart,Italy
XC366510.mp3,Common Redstart,Bulgaria
XC189040.mp3,Common Redstart,Finland
XC366515.mp3,Common Redstart,Bulgaria
XC394228.mp3,Common Redstart,Italy
XC369986.mp3,Common Redstart,Bulgaria
XC367728.mp3,Common Redstart,Italy
XC504002.mp3,Common Redstart,Netherlands
XC482767.mp3,Common Redstart,Georgia
XC482439.mp3,Common Redstart,Georgia
XC477895.mp3,Common Redstart,Italy
XC474480.mp3,Common Redstart,Netherlands
XC468581.mp3,Common Redstart,United Kingdom
XC468579.mp3,Common Redstart,United Kingdom
XC401815.mp3,Common Whitethroat,Norway
XC371274.mp3,Common Whitethroat,Poland
XC371276.mp3,Common Whitethroat,Poland
XC372179.mp3,Common Whitethroat,Bulgaria
XC374997.mp3,Common Whitethroat,Germany
XC383092.mp3,Common Whitethroat,Latvia
XC371052.mp3,Common Whitethroat,Bulgaria
XC480185.mp3,Common Whitethroat,Sweden
XC473939.mp3,Common Whitethroat,France
XC477916.mp3,Common Whitethroat,France
XC367930.mp3,Common Whitethroat,Ukraine
XC484693.mp3,Common Whitethroat,Ukraine
XC485374.mp3,Common Whitethroat,United Kingdom
XC501882.mp3,Common Whitethroat,France
XC507185.mp3,Common Whitethroat,United Kingdom
XC511838.mp3,Common Whitethroat,Sweden
XC519929.mp3,Common Whitethroat,Sweden
XC420364.mp3,Common Whitethroat,Poland
XC345482.mp3,Common Whitethroat,Italy
XC345475.mp3,Common Whitethroat,Italy
XC345479.mp3,Common Whitethroat,Italy
XC247922.mp3,Common Whitethroat,Poland
XC260120.mp3,Common Whitethroat,United Kingdom
XC260121.mp3,Common Whitethroat,United Kingdom
XC261440.mp3,Common Whitethroat,Finland
XC263176.mp3,Common Whitethroat,United Kingdom
XC263656.mp3,Common Whitethroat,United Kingdom
XC263658.mp3,Common Whitethroat,United Kingdom
XC263659.mp3,Common Whitethroat,United Kingdom
XC268269.mp3,Common Whitethroat,United Kingdom
XC181526.mp3,Corn Bunting,United Kingdom
XC170218.mp3,Corn Bunting,United Kingdom
XC171265.mp3,Corn Bunting,Poland
XC179893.mp3,Corn Bunting,United Kingdom
XC181528.mp3,Corn Bunting,United Kingdom
XC187898.mp3,Corn Bunting,United Kingdom
XC186180.mp3,Corn Bunting,United Kingdom
XC187055.mp3,Corn Bunting,United Kingdom
XC187856.mp3,Corn Bunting,United Kingdom
XC187871.mp3,Corn Bunting,United Kingdom
XC188738.mp3,Corn Bunting,United Kingdom
XC181538.mp3,Corn Bunting,United Kingdom
XC169476.mp3,Corn Bunting,United Kingdom
XC123167.mp3,Corn Bunting,United Kingdom
XC167170.mp3,Corn Bunting,United Kingdom
XC122375.mp3,Corn Bunting,United Kingdom
XC158158.mp3,Corn Bunting,United Kingdom
XC148498.mp3,Corn Bunting,Spain
XC148497.mp3,Corn Bunting,Spain
XC147410.mp3,Corn Bunting,France
XC144946.mp3,Corn Bunting,Italy
XC131949.mp3,Corn Bunting,Poland
XC125778.mp3,Corn Bunting,United Kingdom
XC125777.mp3,Corn Bunting,United Kingdom
XC125775.mp3,Corn Bunting,United Kingdom
XC123168.mp3,Corn Bunting,United Kingdom
XC188741.mp3,Corn Bunting,United Kingdom
XC122376.mp3,Corn Bunting,United Kingdom
XC168329.mp3,Corn Bunting,Poland
XC188742.mp3,Corn Bunting,United Kingdom
XC481574.mp3,Corn Crake,Poland
XC241959.mp3,Corn Crake,Bulgaria
XC241947.mp3,Corn Crake,Bulgaria
XC241930.mp3,Corn Crake,Bulgaria
XC239220.mp3,Corn Crake,Hungary
XC232982.mp3,Corn Crake,Finland
XC209247.mp3,Corn Crake,Hungary
XC185520.mp3,Corn Crake,Italy
XC184771.mp3,Corn Crake,Poland
XC241975.mp3,Corn Crake,Bulgaria
XC178720.mp3,Corn Crake,Poland
XC140477.mp3,Corn Crake,Denmark
XC139716.mp3,Corn Crake,Poland
XC136181.mp3,Corn Crake,Poland
XC134657.mp3,Corn Crake,Russian Federation
XC134655.mp3,Corn Crake,Russian Federation
XC134653.mp3,Corn Crake,Russian Federation
XC133442.mp3,Corn Crake,Russian Federation
XC116906.mp3,Corn Crake,Poland
XC178092.mp3,Corn Crake,Poland
XC242007.mp3,Corn Crake,Bulgaria
XC178826.mp3,Corn Crake,Poland
XC247798.mp3,Corn Crake,Poland
XC242016.mp3,Corn Crake,Bulgaria
XC477351.mp3,Corn Crake,Poland
XC424811.mp3,Corn Crake,Ukraine
XC422075.mp3,Corn Crake,Poland
XC421803.mp3,Corn Crake,Poland
XC421797.mp3,Corn Crake,Poland
XC417058.mp3,Corn Crake,Netherlands
XC457281.mp3,Eurasian Blackcap,Spain
XC457282.mp3,Eurasian Blackcap,Spain
XC460078.mp3,Eurasian Blackcap,Spain
XC466005.mp3,Eurasian Blackcap,United Kingdom
XC464105.mp3,Eurasian Blackcap,France
XC464107.mp3,Eurasian Blackcap,France
XC457280.mp3,Eurasian Blackcap,Spain
XC461572.mp3,Eurasian Blackcap,Italy
XC457279.mp3,Eurasian Blackcap,Spain
XC415107.mp3,Eurasian Blackcap,Poland
XC429782.mp3,Eurasian Blackcap,Germany
XC420344.mp3,Eurasian Blackcap,France
XC419879.mp3,Eurasian Blackcap,France
XC419878.mp3,Eurasian Blackcap,France
XC419765.mp3,Eurasian Blackcap,Portugal
XC416910.mp3,Eurasian Blackcap,Norway
XC415258.mp3,Eurasian Blackcap,Poland
XC415257.mp3,Eurasian Blackcap,Poland
XC466684.mp3,Eurasian Blackcap,Spain
XC436189.mp3,Eurasian Blackcap,France
XC468024.mp3,Eurasian Blackcap,Germany
XC413885.mp3,Eurasian Blackcap,Ukraine
XC468941.mp3,Eurasian Blackcap,Poland
XC414225.mp3,Eurasian Blackcap,United Kingdom
XC522082.mp3,Eurasian Blackcap,Spain
XC512304.mp3,Eurasian Blackcap,Poland
XC512303.mp3,Eurasian Blackcap,Poland
XC507637.mp3,Eurasian Blackcap,France
XC502430.mp3,Eurasian Blackcap,France
XC485309.mp3,Eurasian Blackcap,United Kingdom
XC212316.mp3,Eurasian Blue Tit,United Kingdom
XC187905.mp3,Eurasian Blue Tit,United Kingdom
XC531727.mp3,Eurasian Blue Tit,Sweden
XC529764.mp3,Eurasian Blue Tit,Norway
XC528258.mp3,Eurasian Blue Tit,France
XC526109.mp3,Eurasian Blue Tit,Norway
XC516963.mp3,Eurasian Blue Tit,Netherlands
XC418035.mp3,Eurasian Blue Tit,Germany
XC412012.mp3,Eurasian Blue Tit,Switzerland
XC408338.mp3,Eurasian Blue Tit,Norway
XC405169.mp3,Eurasian Blue Tit,Poland
XC405168.mp3,Eurasian Blue Tit,Poland
XC311018.mp3,Eurasian Blue Tit,France
XC304438.mp3,Eurasian Blue Tit,Bulgaria
XC293631.mp3,Eurasian Blue Tit,Netherlands
XC255497.mp3,Eurasian Blue Tit,United Kingdom
XC212317.mp3,Eurasian Blue Tit,United Kingdom
XC212315.mp3,Eurasian Blue Tit,United Kingdom
XC187906.mp3,Eurasian Blue Tit,United Kingdom
XC187845.mp3,Eurasian Blue Tit,United Kingdom
XC533328.mp3,Eurasian Blue Tit,France
XC185872.mp3,Eurasian Blue Tit,United Kingdom
XC187844.mp3,Eurasian Blue Tit,United Kingdom
XC121313.mp3,Eurasian Blue Tit,Poland
XC121314.mp3,Eurasian Blue Tit,Poland
XC122923.mp3,Eurasian Blue Tit,Poland
XC129626.mp3,Eurasian Blue Tit,Norway
XC122468.mp3,Eurasian Blue Tit,Poland
XC168019.mp3,Eurasian Blue Tit,United Kingdom
XC168661.mp3,Eurasian Blue Tit,Poland
XC348865.mp3,Eurasian Eagle-Owl,Switzerland
XC534613.mp3,Eurasian Eagle-Owl,Sweden
XC167701.mp3,Eurasian Eagle-Owl,France
XC186644.mp3,Eurasian Eagle-Owl,Sweden
XC297798.mp3,Eurasian Eagle-Owl,Spain
XC348864.mp3,Eurasian Eagle-Owl,Switzerland
XC355497.mp3,Eurasian Eagle-Owl,Switzerland
XC406740.mp3,Eurasian Eagle-Owl,Poland
XC366025.mp3,Eurasian Eagle-Owl,Italy
XC366026.mp3,Eurasian Eagle-Owl,Italy
XC366027.mp3,Eurasian Eagle-Owl,Italy
XC534611.mp3,Eurasian Eagle-Owl,Sweden
XC406741.mp3,Eurasian Eagle-Owl,Poland
XC461798.mp3,Eurasian Eagle-Owl,Sweden
XC366024.mp3,Eurasian Eagle-Owl,Italy
XC532785.mp3,Eurasian Eagle-Owl,Sweden
XC534612.mp3,Eurasian Eagle-Owl,Sweden
XC522407.mp3,Eurasian Eagle-Owl,Sweden
XC524166.mp3,Eurasian Eagle-Owl,Switzerland
XC504951.mp3,Eurasian Eagle-Owl,Spain
XC517579.mp3,Eurasian Eagle-Owl,Spain
XC517580.mp3,Eurasian Eagle-Owl,Spain
XC517581.mp3,Eurasian Eagle-Owl,Spain
XC517582.mp3,Eurasian Eagle-Owl,Spain
XC517584.mp3,Eurasian Eagle-Owl,Spain
XC504950.mp3,Eurasian Eagle-Owl,Spain
XC518386.mp3,Eurasian Eagle-Owl,Spain
XC519737.mp3,Eurasian Eagle-Owl,Spain
XC521226.mp3,Eurasian Eagle-Owl,Sweden
XC521237.mp3,Eurasian Eagle-Owl,Switzerland
XC321312.mp3,Eurasian Wren,Netherlands
XC331156.mp3,Eurasian Wren,Italy
XC331157.mp3,Eurasian Wren,Italy
XC366123.mp3,Eurasian Wren,United Kingdom
XC401834.mp3,Eurasian Wren,Norway
XC406450.mp3,Eurasian Wren,Poland
XC415260.mp3,Eurasian Wren,Poland
XC441561.mp3,Eurasian Wren,United Kingdom
XC422119.mp3,Eurasian Wren,Poland
XC461185.mp3,Eurasian Wren,France
XC464367.mp3,Eurasian Wren,Poland
XC314423.mp3,Eurasian Wren,Russian Federation
XC415319.mp3,Eurasian Wren,Poland
XC310155.mp3,Eurasian Wren,Poland
XC314425.mp3,Eurasian Wren,Russian Federation
XC254989.mp3,Eurasian Wren,Norway
XC484880.mp3,Eurasian Wren,United Kingdom
XC116927.mp3,Eurasian Wren,Poland
XC143125.mp3,Eurasian Wren,Belgium
XC143972.mp3,Eurasian Wren,France
XC153936.mp3,Eurasian Wren,Poland
XC171652.mp3,Eurasian Wren,Norway
XC262820.mp3,Eurasian Wren,Finland
XC171703.mp3,Eurasian Wren,Norway
XC186260.mp3,Eurasian Wren,United Kingdom
XC199766.mp3,Eurasian Wren,Netherlands
XC205959.mp3,Eurasian Wren,United Kingdom
XC206775.mp3,Eurasian Wren,United Kingdom
XC357699.mp3,European Goldfinch,Turkey
XC325326.mp3,European Goldfinch,Poland
XC236487.mp3,European Goldfinch,Finland
XC193039.mp3,European Goldfinch,United Kingdom
XC179909.mp3,European Goldfinch,United Kingdom
XC155132.mp3,European Goldfinch,Norway
XC151205.mp3,European Goldfinch,Norway
XC467833.mp3,European Goldfinch,United Kingdom
XC139524.mp3,European Goldfinch,Georgia
XC127381.mp3,European Goldfinch,Poland
XC357700.mp3,European Goldfinch,Turkey
XC473631.mp3,European Goldfinch,France
XC480916.mp3,European Goldfinch,France
XC484656.mp3,European Goldfinch,United Kingdom
XC534241.mp3,European Goldfinch,Ireland
XC463758.mp3,European Goldfinch,Norway
XC144943.mp3,European Goldfinch,Italy
XC357701.mp3,European Goldfinch,Turkey
XC325365.mp3,European Goldfinch,Russian Federation
XC358112.mp3,European Goldfinch,Turkey
XC118341.mp3,European Goldfinch,Italy
XC459893.mp3,European Goldfinch,Portugal
XC358110.mp3,European Goldfinch,Turkey
XC412880.mp3,European Goldfinch,Norway
XC405945.mp3,European Goldfinch,Italy
XC403120.mp3,European Goldfinch,United Kingdom
XC366113.mp3,European Goldfinch,United Kingdom
XC358121.mp3,European Goldfinch,Turkey
XC358120.mp3,European Goldfinch,Turkey
XC455075.mp3,European Goldfinch,United Kingdom
XC508682.mp3,European Greenfinch,Spain
XC511612.mp3,European Greenfinch,Sweden
XC524449.mp3,European Greenfinch,Norway
XC528748.mp3,European Greenfinch,Norway
XC528959.mp3,European Greenfinch,Norway
XC168310.mp3,European Greenfinch,Norway
XC127313.mp3,European Greenfinch,Poland
XC142089.mp3,European Greenfinch,Belgium
XC127286.mp3,European Greenfinch,Norway
XC124955.mp3,European Greenfinch,United Kingdom
XC123547.mp3,European Greenfinch,Poland
XC123546.mp3,European Greenfinch,Poland
XC508680.mp3,European Greenfinch,Spain
XC143990.mp3,European Greenfinch,France
XC508679.mp3,European Greenfinch,Spain
XC484649.mp3,European Greenfinch,United Kingdom
XC508676.mp3,European Greenfinch,Spain
XC234412.mp3,European Greenfinch,Spain
XC278835.mp3,European Greenfinch,Bulgaria
XC278836.mp3,European Greenfinch,Bulgaria
XC278837.mp3,European Greenfinch,Bulgaria
XC278838.mp3,European Greenfinch,Bulgaria
XC278842.mp3,European Greenfinch,Bulgaria
XC400940.mp3,European Greenfinch,Switzerland
XC407106.mp3,European Greenfinch,Ukraine
XC409172.mp3,European Greenfinch,Norway
XC409173.mp3,European Greenfinch,Norway
XC410914.mp3,European Greenfinch,Ukraine
XC414531.mp3,European Greenfinch,Spain
XC414532.mp3,European Greenfinch,Spain
XC133260.mp3,European Nightjar,Poland
XC481986.mp3,European Nightjar,Netherlands
XC144091.mp3,European Nightjar,France
XC483583.mp3,European Nightjar,Sweden
XC482962.mp3,European Nightjar,Slovakia
XC482961.mp3,European Nightjar,Slovakia
XC134049.mp3,European Nightjar,Poland
XC481978.mp3,European Nightjar,Netherlands
XC479611.mp3,European Nightjar,Poland
XC476394.mp3,European Nightjar,Netherlands
XC459576.mp3,European Nightjar,United Kingdom
XC448453.mp3,European Nightjar,Sweden
XC448451.mp3,European Nightjar,Sweden
XC448450.mp3,European Nightjar,Sweden
XC448447.mp3,European Nightjar,Sweden
XC448445.mp3,European Nightjar,Sweden
XC432929.mp3,European Nightjar,Netherlands
XC420788.mp3,European Nightjar,United Kingdom
XC481979.mp3,European Nightjar,Netherlands
XC356171.mp3,European Nightjar,Sweden
XC356172.mp3,European Nightjar,Sweden
XC144594.mp3,European Nightjar,France
XC156388.mp3,European Nightjar,France
XC181312.mp3,European Nightjar,Germany
XC184786.mp3,European Nightjar,Poland
XC184788.mp3,European Nightjar,Poland
XC144595.mp3,European Nightjar,France
XC195301.mp3,European Nightjar,Netherlands
XC197153.mp3,European Nightjar,Sweden
XC197156.mp3,European Nightjar,Sweden
XC507515.mp3,European Robin,United Kingdom
XC503894.mp3,European Robin,France
XC475263.mp3,European Robin,France
XC477536.mp3,European Robin,Poland
XC472257.mp3,European Robin,Spain
XC464505.mp3,European Robin,Poland
XC438359.mp3,European Robin,Portugal
XC507779.mp3,European Robin,France
XC510912.mp3,European Robin,France
XC508005.mp3,European Robin,France
XC509839.mp3,European Robin,France
XC509840.mp3,European Robin,France
XC510542.mp3,European Robin,France
XC510893.mp3,European Robin,France
XC519800.mp3,European Robin,United Kingdom
XC521712.mp3,European Robin,Italy
XC528257.mp3,European Robin,France
XC532219.mp3,European Robin,France
XC532220.mp3,European Robin,France
XC507922.mp3,European Robin,France
XC421792.mp3,European Robin,Poland
XC310156.mp3,European Robin,Poland
XC413415.mp3,European Robin,Poland
XC533299.mp3,European Robin,France
XC129743.mp3,European Robin,Poland
XC136659.mp3,European Robin,Poland
XC142156.mp3,European Robin,Belgium
XC180729.mp3,Garden Warbler,United Kingdom
XC179892.mp3,Garden Warbler,United Kingdom
XC412696.mp3,Garden Warbler,France
XC251845.mp3,Garden Warbler,Finland
XC349919.mp3,Garden Warbler,United Kingdom
XC362346.mp3,Garden Warbler,Norway
XC368782.mp3,Garden Warbler,France
XC370002.mp3,Garden Warbler,Poland
XC401920.mp3,Garden Warbler,Norway
XC412164.mp3,Garden Warbler,Ukraine
XC240761.mp3,Garden Warbler,Poland
XC412691.mp3,Garden Warbler,France
XC444017.mp3,Garden Warbler,Norway
XC474449.mp3,Garden Warbler,United Kingdom
XC481093.mp3,Garden Warbler,Ukraine
XC481095.mp3,Garden Warbler,Ukraine
